Fe,Co,Cr,Ni,Al,Ti
16,17,21,30,9,7
17,13,24,30,9,7
17,14,23,30,9,7
17,15,22,30,9,7
17,16,21,30,9,7
20,14,10,46,8,2
20,15,9,46,8,2
20,17,20,30,10,3
18,27,25,22,6,2
18,28,24,22,6,2
18,29,23,22,6,2
18,30,22,22,6,2
18,26,25,23,6,2
18,27,24,23,6,2
18,28,23,23,6,2
18,29,22,23,6,2
18,25,25,24,6,2
18,26,24,24,6,2
18,27,23,24,6,2
18,28,22,24,6,2
18,24,25,25,6,2
18,25,24,25,6,2
18,26,23,25,6,2
18,27,22,25,6,2
18,24,24,26,6,2
18,25,23,26,6,2
18,26,22,26,6,2
18,24,23,27,6,2
18,25,22,27,6,2
18,24,22,28,6,2
18,30,20,27,3,2
18,29,20,28,3,2
21,13,11,46,8,1
18,25,12,36,8,1
19,24,12,36,8,1
19,18,23,35,4,1
19,19,22,35,4,1
21,30,15,32,1,1
21,29,15,33,1,1
21,28,15,34,1,1
21,27,15,35,1,1
21,26,15,36,1,1
21,25,15,37,1,1
20,14,14,35,10,7
22,23,21,29,3,2
15,30,25,22,6,2
16,29,25,22,6,2
16,30,24,22,6,2
17,28,25,22,6,2
17,29,24,22,6,2
17,30,23,22,6,2
15,29,25,23,6,2
15,30,24,23,6,2
16,28,25,23,6,2
16,29,24,23,6,2
16,30,23,23,6,2
17,27,25,23,6,2
17,28,24,23,6,2
17,29,23,23,6,2
17,30,22,23,6,2
15,28,25,24,6,2
15,29,24,24,6,2
15,30,23,24,6,2
16,27,25,24,6,2
16,28,24,24,6,2
16,29,23,24,6,2
16,30,22,24,6,2
17,26,25,24,6,2
17,27,24,24,6,2
17,28,23,24,6,2
17,29,22,24,6,2
15,27,25,25,6,2
15,28,24,25,6,2
15,29,23,25,6,2
15,30,22,25,6,2
16,26,25,25,6,2
16,27,24,25,6,2
16,28,23,25,6,2
16,29,22,25,6,2
17,25,25,25,6,2
17,26,24,25,6,2
17,27,23,25,6,2
17,28,22,25,6,2
15,26,25,26,6,2
15,27,24,26,6,2
15,28,23,26,6,2
15,29,22,26,6,2
16,25,25,26,6,2
16,26,24,26,6,2
16,27,23,26,6,2
16,28,22,26,6,2
17,24,25,26,6,2
17,25,24,26,6,2
17,26,23,26,6,2
17,27,22,26,6,2
15,25,25,27,6,2
15,26,24,27,6,2
15,27,23,27,6,2
15,28,22,27,6,2
16,24,25,27,6,2
16,25,24,27,6,2
16,26,23,27,6,2
16,27,22,27,6,2
17,24,24,27,6,2
17,25,23,27,6,2
17,26,22,27,6,2
15,24,25,28,6,2
15,25,24,28,6,2
15,26,23,28,6,2
15,27,22,28,6,2
16,24,24,28,6,2
16,25,23,28,6,2
16,26,22,28,6,2
17,24,23,28,6,2
17,25,22,28,6,2
15,13,23,35,8,6
15,14,22,35,8,6
15,15,21,35,8,6
16,13,22,35,8,6
16,14,21,35,8,6
17,13,21,35,8,6
17,30,20,28,3,2
15,20,13,49,2,1
16,19,13,49,2,1
17,18,13,49,2,1
18,17,13,49,2,1
19,16,13,49,2,1
15,19,13,50,2,1
16,18,13,50,2,1
17,17,13,50,2,1
18,16,13,50,2,1
19,15,13,50,2,1
15,20,21,37,6,1
16,19,21,37,6,1
20,30,13,32,3,2
20,29,13,33,3,2
20,28,13,34,3,2
20,16,11,42,9,2
20,15,11,43,9,2
20,14,11,44,9,2
20,13,11,45,9,2
18,17,20,32,9,4
18,16,20,33,9,4
16,17,25,37,4,1
17,16,25,37,4,1
17,17,24,37,4,1
18,15,25,37,4,1
18,16,24,37,4,1
18,17,23,37,4,1
18,24,12,39,6,1
18,17,25,26,10,4
18,16,25,27,10,4
18,17,24,27,10,4
18,15,25,28,10,4
18,16,24,28,10,4
18,17,23,28,10,4
20,15,14,35,10,6
21,20,25,30,2,2
16,22,12,42,6,2
15,22,12,43,6,2
15,17,25,29,7,7
16,16,25,29,7,7
16,17,24,29,7,7
17,15,25,29,7,7
17,16,24,29,7,7
17,17,23,29,7,7
15,16,25,30,7,7
15,17,24,30,7,7
16,15,25,30,7,7
16,16,24,30,7,7
16,17,23,30,7,7
17,14,25,30,7,7
17,15,24,30,7,7
17,16,23,30,7,7
17,17,22,30,7,7
20,16,15,34,10,5
19,26,10,38,6,1
22,22,25,26,3,2
22,22,24,27,3,2
22,22,23,28,3,2
19,26,12,35,7,1
19,15,25,31,4,6
19,16,24,31,4,6
19,17,23,31,4,6
20,14,25,31,4,6
20,15,24,31,4,6
20,16,23,31,4,6
20,17,22,31,4,6
19,14,25,32,4,6
19,15,24,32,4,6
19,16,23,32,4,6
19,17,22,32,4,6
20,13,25,32,4,6
20,14,24,32,4,6
20,15,23,32,4,6
20,16,22,32,4,6
20,17,21,32,4,6
19,13,25,33,4,6
19,14,24,33,4,6
19,15,23,33,4,6
19,16,22,33,4,6
19,17,21,33,4,6
20,13,24,33,4,6
20,14,23,33,4,6
20,15,22,33,4,6
20,16,21,33,4,6
19,13,24,34,4,6
19,14,23,34,4,6
19,15,22,34,4,6
19,16,21,34,4,6
20,13,23,34,4,6
20,14,22,34,4,6
20,15,21,34,4,6
21,24,12,32,10,1
21,25,12,32,9,1
20,30,13,35,1,1
15,25,9,42,8,1
21,26,12,30,10,1
21,25,12,31,10,1
21,26,12,31,9,1
20,16,14,34,9,7
20,17,10,40,7,6
20,16,10,41,7,6
20,17,9,41,7,6
20,16,12,42,9,1
20,15,12,43,9,1
20,14,12,44,9,1
20,13,12,45,9,1
19,27,19,30,3,2
19,28,18,30,3,2
21,23,13,40,1,2
21,25,12,33,8,1
22,24,9,39,5,1
19,23,18,36,2,2
15,21,9,46,8,1
16,22,21,35,5,1
20,17,14,34,9,6
20,21,11,40,6,2
19,21,25,31,3,1
19,21,24,32,3,1
19,21,23,33,3,1
19,21,22,34,3,1
20,21,12,41,4,2
22,13,9,47,7,2
20,27,13,35,3,2
22,17,15,42,3,1
22,16,15,43,3,1
22,15,15,44,3,1
22,14,15,45,3,1
22,13,15,46,3,1
22,21,11,40,4,2
17,17,20,35,8,3
20,22,25,30,1,2
20,24,22,29,3,2
17,17,10,40,9,7
16,17,10,41,9,7
17,16,10,41,9,7
17,17,9,41,9,7
17,19,11,43,9,1
16,19,11,44,9,1
17,18,11,44,9,1
15,19,11,45,9,1
16,18,11,45,9,1
17,17,11,45,9,1
18,26,15,36,3,2
19,25,15,36,3,2
18,25,15,37,3,2
19,24,15,37,3,2
18,13,24,29,9,7
18,14,23,29,9,7
18,15,22,29,9,7
18,16,21,29,9,7
18,13,23,30,9,7
18,14,22,30,9,7
18,15,21,30,9,7
17,17,14,49,2,1
18,16,14,49,2,1
19,15,14,49,2,1
16,17,14,50,2,1
17,16,14,50,2,1
18,15,14,50,2,1
19,14,14,50,2,1
20,15,15,35,10,5
21,26,10,35,7,1
18,20,21,36,4,1
18,26,12,36,7,1
19,25,12,36,7,1
22,26,12,32,7,1
15,19,14,49,2,1
16,18,14,49,2,1
15,18,14,50,2,1
20,15,14,35,9,7
17,18,21,37,6,1
17,21,21,36,4,1
20,22,9,42,5,2
20,29,13,36,1,1
20,28,13,37,1,1
16,19,10,46,8,1
17,18,10,46,8,1
17,19,9,46,8,1
18,13,20,35,9,5
18,14,25,29,7,7
18,15,24,29,7,7
18,16,23,29,7,7
18,17,22,29,7,7
18,13,25,30,7,7
18,14,24,30,7,7
18,15,23,30,7,7
18,16,22,30,7,7
18,17,21,30,7,7
21,23,19,34,1,2
21,23,18,35,1,2
17,26,12,36,8,1
18,17,25,27,9,4
18,16,25,28,9,4
18,17,24,28,9,4
20,16,14,35,9,6
16,20,21,37,5,1
17,19,21,37,5,1
16,27,12,38,6,1
19,22,19,37,2,1
22,27,11,31,8,1
20,26,10,35,8,1
18,24,22,29,5,2
19,19,25,30,6,1
19,20,24,30,6,1
15,22,21,36,5,1
22,25,10,34,8,1
22,26,9,34,8,1
22,23,12,36,5,2
20,17,15,34,9,5
15,24,25,29,5,2
15,25,24,29,5,2
15,26,23,29,5,2
15,27,22,29,5,2
16,24,24,29,5,2
16,25,23,29,5,2
16,26,22,29,5,2
17,24,23,29,5,2
17,25,22,29,5,2
15,24,24,30,5,2
15,25,23,30,5,2
15,26,22,30,5,2
16,24,23,30,5,2
16,25,22,30,5,2
17,24,22,30,5,2
22,17,14,43,3,1
22,16,14,44,3,1
22,15,14,45,3,1
22,14,14,46,3,1
20,22,10,42,5,1
20,22,9,43,5,1
19,21,23,30,6,1
19,18,21,38,3,1
20,17,14,32,10,7
20,16,14,33,10,7
18,15,20,35,7,5
18,15,25,29,8,5
18,16,24,29,8,5
18,17,23,29,8,5
18,14,25,30,8,5
18,15,24,30,8,5
18,16,23,30,8,5
18,17,22,30,8,5
15,16,25,29,10,5
15,17,24,29,10,5
16,15,25,29,10,5
16,16,24,29,10,5
16,17,23,29,10,5
17,14,25,29,10,5
17,15,24,29,10,5
17,16,23,29,10,5
17,17,22,29,10,5
15,15,25,30,10,5
15,16,24,30,10,5
15,17,23,30,10,5
16,14,25,30,10,5
16,15,24,30,10,5
16,16,23,30,10,5
16,17,22,30,10,5
17,13,25,30,10,5
17,14,24,30,10,5
17,15,23,30,10,5
17,16,22,30,10,5
17,17,21,30,10,5
22,18,14,42,3,1
18,14,15,49,2,2
19,13,15,49,2,2
18,13,15,50,2,2
22,24,10,38,5,1
22,25,9,38,5,1
19,17,10,37,10,7
15,20,11,42,10,2
18,26,10,39,6,1
19,25,10,39,6,1
19,26,9,39,6,1
18,25,10,40,6,1
18,26,9,40,6,1
19,25,9,40,6,1
18,25,9,41,6,1
20,17,14,33,10,6
21,25,10,36,7,1
21,26,9,36,7,1
20,28,25,22,3,2
20,29,24,22,3,2
20,30,23,22,3,2
20,27,25,23,3,2
20,28,24,23,3,2
20,29,23,23,3,2
20,30,22,23,3,2
20,26,25,24,3,2
20,27,24,24,3,2
20,28,23,24,3,2
20,29,22,24,3,2
20,25,25,25,3,2
20,26,24,25,3,2
20,27,23,25,3,2
20,28,22,25,3,2
20,24,25,26,3,2
20,25,24,26,3,2
20,26,23,26,3,2
20,27,22,26,3,2
20,24,24,27,3,2
20,25,23,27,3,2
20,26,22,27,3,2
20,24,23,28,3,2
20,25,22,28,3,2
16,22,16,42,2,2
15,22,16,43,2,2
20,16,21,36,6,1
20,25,15,38,1,1
20,20,21,35,3,1
20,27,10,35,7,1
20,27,10,32,10,1
22,20,11,41,4,2
17,24,12,40,6,1
16,24,12,41,6,1
20,25,10,36,8,1
20,26,9,36,8,1
21,22,19,36,1,1
21,22,18,37,1,1
15,17,25,32,8,3
16,16,25,32,8,3
16,17,24,32,8,3
17,15,25,32,8,3
17,16,24,32,8,3
17,17,23,32,8,3
15,16,25,33,8,3
15,17,24,33,8,3
16,15,25,33,8,3
16,16,24,33,8,3
16,17,23,33,8,3
17,14,25,33,8,3
17,15,24,33,8,3
17,16,23,33,8,3
17,17,22,33,8,3
22,24,10,35,8,1
22,25,9,35,8,1
16,17,25,31,8,3
17,16,25,31,8,3
17,17,24,31,8,3
15,14,25,34,8,4
15,15,24,34,8,4
15,16,23,34,8,4
15,17,22,34,8,4
16,13,25,34,8,4
16,14,24,34,8,4
16,15,23,34,8,4
16,16,22,34,8,4
16,17,21,34,8,4
17,13,24,34,8,4
17,14,23,34,8,4
17,15,22,34,8,4
17,16,21,34,8,4
20,21,25,31,1,2
20,21,24,32,1,2
20,21,23,33,1,2
20,21,22,34,1,2
20,16,15,35,9,5
20,26,13,36,3,2
20,25,13,37,3,2
18,28,25,22,5,2
18,29,24,22,5,2
18,30,23,22,5,2
18,27,25,23,5,2
18,28,24,23,5,2
18,29,23,23,5,2
18,30,22,23,5,2
18,26,25,24,5,2
18,27,24,24,5,2
18,28,23,24,5,2
18,29,22,24,5,2
18,25,25,25,5,2
18,26,24,25,5,2
18,27,23,25,5,2
18,28,22,25,5,2
18,24,25,26,5,2
18,25,24,26,5,2
18,26,23,26,5,2
18,27,22,26,5,2
18,24,24,27,5,2
18,25,23,27,5,2
18,26,22,27,5,2
18,24,23,28,5,2
18,25,22,28,5,2
17,23,15,42,2,1
16,23,15,43,2,1
15,23,15,44,2,1
20,13,16,47,2,2
15,13,22,35,8,7
15,14,21,35,8,7
16,13,21,35,8,7
20,25,14,36,3,2
20,24,14,37,3,2
16,30,25,22,5,2
17,29,25,22,5,2
17,30,24,22,5,2
15,30,25,23,5,2
16,29,25,23,5,2
16,30,24,23,5,2
17,28,25,23,5,2
17,29,24,23,5,2
17,30,23,23,5,2
15,29,25,24,5,2
15,30,24,24,5,2
16,28,25,24,5,2
16,29,24,24,5,2
16,30,23,24,5,2
17,27,25,24,5,2
17,28,24,24,5,2
17,29,23,24,5,2
17,30,22,24,5,2
15,28,25,25,5,2
15,29,24,25,5,2
15,30,23,25,5,2
16,27,25,25,5,2
16,28,24,25,5,2
16,29,23,25,5,2
16,30,22,25,5,2
17,26,25,25,5,2
17,27,24,25,5,2
17,28,23,25,5,2
17,29,22,25,5,2
15,27,25,26,5,2
15,28,24,26,5,2
15,29,23,26,5,2
15,30,22,26,5,2
16,26,25,26,5,2
16,27,24,26,5,2
16,28,23,26,5,2
16,29,22,26,5,2
17,25,25,26,5,2
17,26,24,26,5,2
17,27,23,26,5,2
17,28,22,26,5,2
15,26,25,27,5,2
15,27,24,27,5,2
15,28,23,27,5,2
15,29,22,27,5,2
16,25,25,27,5,2
16,26,24,27,5,2
16,27,23,27,5,2
16,28,22,27,5,2
17,24,25,27,5,2
17,25,24,27,5,2
17,26,23,27,5,2
17,27,22,27,5,2
15,25,25,28,5,2
15,26,24,28,5,2
15,27,23,28,5,2
15,28,22,28,5,2
16,24,25,28,5,2
16,25,24,28,5,2
16,26,23,28,5,2
16,27,22,28,5,2
17,24,24,28,5,2
17,25,23,28,5,2
17,26,22,28,5,2
22,13,9,46,9,1
18,14,12,46,8,2
19,13,12,46,8,2
21,17,12,42,6,2
21,16,12,43,6,2
21,15,12,44,6,2
21,14,12,45,6,2
20,30,16,31,2,1
20,29,16,32,2,1
20,28,16,33,2,1
20,27,16,34,2,1
20,26,16,35,2,1
20,22,13,43,1,1
18,18,21,37,5,1
20,13,22,34,8,3
20,14,21,34,8,3
20,17,15,33,10,5
15,20,25,35,4,1
16,19,25,35,4,1
16,20,24,35,4,1
17,18,25,35,4,1
17,19,24,35,4,1
17,20,23,35,4,1
18,18,24,35,4,1
18,19,23,35,4,1
18,20,22,35,4,1
20,27,9,36,7,1
21,23,14,39,1,2
15,21,24,35,4,1
16,21,23,35,4,1
17,21,22,35,4,1
19,17,25,32,6,1
19,16,25,33,6,1
19,17,24,33,6,1
19,15,25,34,6,1
19,16,24,34,6,1
19,17,23,34,6,1
20,19,21,36,3,1
20,18,21,37,3,1
22,13,10,47,7,1
22,14,9,47,7,1
22,13,9,48,7,1
19,20,25,30,5,1
20,17,14,33,9,7
22,27,9,34,7,1
15,17,25,29,9,5
16,16,25,29,9,5
16,17,24,29,9,5
17,15,25,29,9,5
17,16,24,29,9,5
17,17,23,29,9,5
15,16,25,30,9,5
15,17,24,30,9,5
16,15,25,30,9,5
16,16,24,30,9,5
16,17,23,30,9,5
17,14,25,30,9,5
17,15,24,30,9,5
17,16,23,30,9,5
17,17,22,30,9,5
15,27,12,39,6,1
19,21,24,30,5,1
22,24,9,36,8,1
17,30,15,33,3,2
16,30,15,34,3,2
17,29,15,34,3,2
15,30,15,35,3,2
16,29,15,35,3,2
17,28,15,35,3,2
19,21,15,43,1,1
18,21,15,44,1,1
17,21,15,45,1,1
16,21,15,46,1,1
16,20,11,42,9,2
15,20,11,43,9,2
17,24,15,39,3,2
16,24,15,40,3,2
15,24,15,41,3,2
19,20,25,29,6,1
22,27,12,29,9,1
22,23,12,36,6,1
20,24,23,29,3,1
20,25,22,29,3,1
20,24,22,30,3,1
19,21,24,29,6,1
18,17,11,46,7,1
19,16,11,46,7,1
21,19,10,44,5,1
21,18,10,45,5,1
21,19,9,45,5,1
15,20,9,46,8,2
17,17,25,29,7,5
16,17,25,30,7,5
17,16,25,30,7,5
17,17,24,30,7,5
18,27,19,31,3,2
18,28,18,31,3,2
18,26,19,32,3,2
18,27,18,32,3,2
18,25,19,33,3,2
18,26,18,33,3,2
18,24,19,34,3,2
18,25,18,34,3,2
18,24,18,35,3,2
20,17,21,36,5,1
21,16,17,42,2,2
21,15,17,43,2,2
21,14,17,44,2,2
21,13,17,45,2,2
20,17,10,39,8,6
20,16,10,40,8,6
20,17,9,40,8,6
20,15,10,41,8,6
20,16,9,41,8,6
15,30,19,31,3,2
16,29,19,31,3,2
16,30,18,31,3,2
17,28,19,31,3,2
17,29,18,31,3,2
15,29,19,32,3,2
15,30,18,32,3,2
16,28,19,32,3,2
16,29,18,32,3,2
17,27,19,32,3,2
17,28,18,32,3,2
15,28,19,33,3,2
15,29,18,33,3,2
16,27,19,33,3,2
16,28,18,33,3,2
17,26,19,33,3,2
17,27,18,33,3,2
15,27,19,34,3,2
15,28,18,34,3,2
16,26,19,34,3,2
16,27,18,34,3,2
17,25,19,34,3,2
17,26,18,34,3,2
15,26,19,35,3,2
15,27,18,35,3,2
16,25,19,35,3,2
16,26,18,35,3,2
17,24,19,35,3,2
17,25,18,35,3,2
18,23,19,36,2,2
18,23,18,37,2,2
20,25,16,36,2,1
20,24,16,37,2,1
19,23,11,40,5,2
18,23,11,41,5,2
21,19,11,42,5,2
21,18,11,43,5,2
21,17,11,44,5,2
21,16,11,45,5,2
17,23,19,37,2,2
18,21,25,32,3,1
17,21,25,33,3,1
18,21,24,33,3,1
16,21,25,34,3,1
17,21,24,34,3,1
18,21,23,34,3,1
15,28,9,38,9,1
21,13,20,42,3,1
20,13,25,35,6,1
20,14,24,35,6,1
20,15,23,35,6,1
20,16,22,35,6,1
22,21,23,29,3,2
19,26,12,32,10,1
18,25,12,38,6,1
19,24,12,38,6,1
20,14,20,35,8,3
19,23,11,41,5,1
17,26,10,40,6,1
16,26,10,41,6,1
17,25,10,41,6,1
17,26,9,41,6,1
22,28,16,29,3,2
22,25,10,32,10,1
22,26,10,32,9,1
22,26,9,32,10,1
23,13,17,38,7,2
22,26,10,31,10,1
20,13,12,46,7,2
21,25,12,34,7,1
15,29,11,37,7,1
16,28,11,37,7,1
15,19,11,46,7,2
16,18,11,46,7,2
17,17,11,46,7,2
22,26,10,33,8,1
20,29,25,22,3,1
20,30,24,22,3,1
20,28,25,23,3,1
20,29,24,23,3,1
20,30,23,23,3,1
20,27,25,24,3,1
20,28,24,24,3,1
20,29,23,24,3,1
20,30,22,24,3,1
20,26,25,25,3,1
20,27,24,25,3,1
20,28,23,25,3,1
20,29,22,25,3,1
20,25,25,26,3,1
20,26,24,26,3,1
20,27,23,26,3,1
20,28,22,26,3,1
20,24,25,27,3,1
20,25,24,27,3,1
20,26,23,27,3,1
20,27,22,27,3,1
20,24,24,28,3,1
20,25,23,28,3,1
20,26,22,28,3,1
19,24,13,41,2,1
19,21,25,28,6,1
15,13,23,42,6,1
15,14,22,42,6,1
16,13,22,42,6,1
15,13,22,43,6,1
20,19,19,39,1,2
20,20,18,39,1,2
20,18,19,40,1,2
20,19,18,40,1,2
20,17,19,41,1,2
20,18,18,41,1,2
20,25,12,34,8,1
19,17,25,33,5,1
19,16,25,34,5,1
19,17,24,34,5,1
15,25,14,42,3,1
15,25,19,36,3,2
15,26,18,36,3,2
16,24,19,36,3,2
16,25,18,36,3,2
17,24,18,36,3,2
15,24,19,37,3,2
15,25,18,37,3,2
16,24,18,37,3,2
18,20,25,30,6,1
22,20,15,39,2,2
22,19,15,40,2,2
22,18,15,41,2,2
15,27,11,37,9,1
18,16,10,42,7,7
18,17,9,42,7,7
19,15,10,42,7,7
19,16,9,42,7,7
18,15,10,43,7,7
18,16,9,43,7,7
19,14,10,43,7,7
19,15,9,43,7,7
18,14,10,44,7,7
18,15,9,44,7,7
19,13,10,44,7,7
19,14,9,44,7,7
18,13,10,45,7,7
18,14,9,45,7,7
19,13,9,45,7,7
17,21,25,30,6,1
18,21,24,30,6,1
20,17,20,30,6,7
21,21,10,42,5,1
21,21,9,43,5,1
17,23,11,42,6,1
16,23,11,43,6,1
15,23,11,44,6,1
17,20,21,38,3,1
18,19,21,38,3,1
22,24,9,38,6,1
18,22,11,42,6,1
20,24,10,39,6,1
20,24,9,40,6,1
19,27,11,34,8,1
15,17,15,49,2,2
16,16,15,49,2,2
17,15,15,49,2,2
15,16,15,50,2,2
16,15,15,50,2,2
17,14,15,50,2,2
20,16,11,42,10,1
20,15,11,43,10,1
20,14,11,44,10,1
20,13,11,45,10,1
22,21,25,27,3,2
22,21,24,28,3,2
19,21,25,29,5,1
21,24,12,35,7,1
21,27,9,33,9,1
19,23,12,40,4,2
18,23,12,41,4,2
22,30,16,27,3,2
22,29,16,28,3,2
16,19,11,46,7,1
17,18,11,46,7,1
15,16,25,32,8,4
15,17,24,32,8,4
16,15,25,32,8,4
16,16,24,32,8,4
16,17,23,32,8,4
17,14,25,32,8,4
17,15,24,32,8,4
17,16,23,32,8,4
17,17,22,32,8,4
15,15,25,33,8,4
15,16,24,33,8,4
15,17,23,33,8,4
16,14,25,33,8,4
16,15,24,33,8,4
16,16,23,33,8,4
16,17,22,33,8,4
17,13,25,33,8,4
17,14,24,33,8,4
17,15,23,33,8,4
17,16,22,33,8,4
17,17,21,33,8,4
15,17,25,31,8,4
16,16,25,31,8,4
16,17,24,31,8,4
17,15,25,31,8,4
17,16,24,31,8,4
17,17,23,31,8,4
20,23,16,38,2,1
16,20,11,42,10,1
15,20,11,43,10,1
17,17,25,31,4,6
16,17,25,32,4,6
17,16,25,32,4,6
17,17,24,32,4,6
15,17,25,33,4,6
16,16,25,33,4,6
16,17,24,33,4,6
17,15,25,33,4,6
17,16,24,33,4,6
17,17,23,33,4,6
15,16,25,34,4,6
15,17,24,34,4,6
16,15,25,34,4,6
16,16,24,34,4,6
16,17,23,34,4,6
17,14,25,34,4,6
17,15,24,34,4,6
17,16,23,34,4,6
17,17,22,34,4,6
22,19,25,29,3,2
22,20,24,29,3,2
20,22,14,42,1,1
20,24,12,35,8,1
20,14,15,49,1,1
20,13,15,50,1,1
18,16,10,47,7,2
18,17,9,47,7,2
19,15,10,47,7,2
19,16,9,47,7,2
18,15,10,48,7,2
18,16,9,48,7,2
19,14,10,48,7,2
19,15,9,48,7,2
20,14,25,35,5,1
20,15,24,35,5,1
20,16,23,35,5,1
20,17,22,35,5,1
23,15,17,38,5,2
21,13,13,49,2,2
19,13,23,34,8,3
19,14,22,34,8,3
19,15,21,34,8,3
22,23,12,35,6,2
20,13,24,32,8,3
20,14,23,32,8,3
20,15,22,32,8,3
20,16,21,32,8,3
20,13,23,33,8,3
20,14,22,33,8,3
20,15,21,33,8,3
20,13,25,31,8,3
20,14,24,31,8,3
20,15,23,31,8,3
20,16,22,31,8,3
20,17,21,31,8,3
20,20,25,32,1,2
20,19,25,33,1,2
20,20,24,33,1,2
20,18,25,34,1,2
20,19,24,34,1,2
20,20,23,34,1,2
22,27,12,28,10,1
21,13,10,47,8,1
21,14,9,47,8,1
21,13,9,48,8,1
20,13,21,34,8,4
22,23,20,31,3,1
20,13,24,39,3,1
20,14,23,39,3,1
20,15,22,39,3,1
20,13,23,40,3,1
20,14,22,40,3,1
20,13,22,41,3,1
18,27,11,35,8,1
22,27,10,33,7,1
18,27,10,34,10,1
19,27,10,34,9,1
19,27,9,34,10,1
19,22,11,41,5,2
15,13,24,42,5,1
15,14,23,42,5,1
15,15,22,42,5,1
16,13,23,42,5,1
16,14,22,42,5,1
17,13,22,42,5,1
15,13,23,43,5,1
15,14,22,43,5,1
16,13,22,43,5,1
15,13,22,44,5,1
19,14,25,31,4,7
19,15,24,31,4,7
19,16,23,31,4,7
19,17,22,31,4,7
20,13,25,31,4,7
20,14,24,31,4,7
20,15,23,31,4,7
20,16,22,31,4,7
20,17,21,31,4,7
19,13,25,32,4,7
19,14,24,32,4,7
19,15,23,32,4,7
19,16,22,32,4,7
19,17,21,32,4,7
20,13,24,32,4,7
20,14,23,32,4,7
20,15,22,32,4,7
20,16,21,32,4,7
19,13,24,33,4,7
19,14,23,33,4,7
19,15,22,33,4,7
19,16,21,33,4,7
20,13,23,33,4,7
20,14,22,33,4,7
20,15,21,33,4,7
19,13,23,34,4,7
19,14,22,34,4,7
19,15,21,34,4,7
20,13,22,34,4,7
20,14,21,34,4,7
20,15,10,46,8,1
20,16,9,46,8,1
15,13,24,35,8,5
15,14,23,35,8,5
15,15,22,35,8,5
15,16,21,35,8,5
16,13,23,35,8,5
16,14,22,35,8,5
16,15,21,35,8,5
17,13,22,35,8,5
17,14,21,35,8,5
20,27,12,30,10,1
20,27,12,31,9,1
18,17,25,33,6,1
17,17,25,34,6,1
18,16,25,34,6,1
18,17,24,34,6,1
21,20,10,43,5,1
21,20,9,44,5,1
22,26,11,32,8,1
22,22,16,36,2,2
17,26,12,38,6,1
15,29,15,36,3,2
16,28,15,36,3,2
17,27,15,36,3,2
15,28,15,37,3,2
16,27,15,37,3,2
17,26,15,37,3,2
15,18,20,42,3,2
22,20,25,28,3,2
20,17,11,42,9,1
20,16,11,43,9,1
20,15,11,44,9,1
20,14,11,45,9,1
18,21,25,30,5,1
19,20,15,44,1,1
18,20,15,45,1,1
19,19,15,45,1,1
17,20,15,46,1,1
18,19,15,46,1,1
19,18,15,46,1,1
17,17,25,32,4,5
16,17,25,33,4,5
17,16,25,33,4,5
17,17,24,33,4,5
15,17,25,34,4,5
16,16,25,34,4,5
16,17,24,34,4,5
17,15,25,34,4,5
17,16,24,34,4,5
17,17,23,34,4,5
19,18,22,36,4,1
19,22,13,42,2,2
18,22,13,43,2,2
18,21,25,29,6,1
18,16,25,31,4,6
18,17,24,31,4,6
18,15,25,32,4,6
18,16,24,32,4,6
18,17,23,32,4,6
18,14,25,33,4,6
18,15,24,33,4,6
18,16,23,33,4,6
18,17,22,33,4,6
18,13,25,34,4,6
18,14,24,34,4,6
18,15,23,34,4,6
18,16,22,34,4,6
18,17,21,34,4,6
20,17,17,42,2,2
20,16,17,43,2,2
20,15,17,44,2,2
20,14,17,45,2,2
20,13,17,46,2,2
19,19,16,42,2,2
19,18,16,43,2,2
19,17,16,44,2,2
19,16,16,45,2,2
19,15,16,46,2,2
17,20,11,42,9,1
16,20,11,43,9,1
15,20,11,44,9,1
18,28,19,30,3,2
18,29,18,30,3,2
17,21,16,42,2,2
16,21,16,43,2,2
15,21,16,44,2,2
19,15,20,35,8,3
18,27,10,35,9,1
18,27,9,35,10,1
19,27,9,35,9,1
16,30,19,30,3,2
17,29,19,30,3,2
17,30,18,30,3,2
21,26,12,33,7,1
15,21,22,38,3,1
15,21,21,39,3,1
15,20,10,46,8,1
16,20,9,46,8,1
19,27,11,35,7,1
21,21,19,37,1,1
20,20,11,41,6,2
19,20,25,32,3,1
19,19,25,33,3,1
19,20,24,33,3,1
19,18,25,34,3,1
19,19,24,34,3,1
19,20,23,34,3,1
17,22,11,43,6,1
16,22,11,44,6,1
15,22,11,45,6,1
21,27,11,30,10,1
21,27,11,31,9,1
17,23,13,42,3,2
16,23,13,43,3,2
15,23,13,44,3,2
21,24,10,34,10,1
21,25,10,34,9,1
21,25,9,34,10,1
21,26,9,34,9,1
19,17,11,39,7,7
18,17,11,40,7,7
19,16,11,40,7,7
18,16,11,41,7,7
19,15,11,41,7,7
20,26,12,33,8,1
21,24,11,38,5,1
19,22,12,41,4,2
19,15,20,35,5,6
19,17,11,40,7,6
18,17,11,41,7,6
19,16,11,41,7,6
15,17,12,46,8,2
16,16,12,46,8,2
17,15,12,46,8,2
22,19,10,43,5,1
22,18,10,44,5,1
22,19,9,44,5,1
22,17,10,45,5,1
22,18,9,45,5,1
20,21,13,44,1,1
20,27,9,38,5,1
