formula,composition_obj,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,compound possible,max ionic char,avg ionic char,Weight Fraction,Atomic Fraction,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,CFS
Al0.343 Co0.514 Cr0.514 Fe1 Ni0.514,Al0.343 Co0.514 Cr0.514 Fe1 Ni0.514,5,0.4790687130119829,0.3921191847090435,0.3540826887094038,0.34803863543427865,0.34675484351996755,13.0,28.0,15.0,24.63258232235702,2.991419792207948,26.0,49.0,73.0,24.0,57.674523396880424,4.945045700434629,55.0,26.9815386,58.933195,31.951656399999997,52.78534938294628,6.416902101480036,55.845,933.47,2180.0,1246.53,1749.9633310225306,201.97321642031775,1811.0,6.0,13.0,7.0,8.772616984402081,1.5235647240102248,8.0,3.0,4.0,1.0,3.8811091854419413,0.20951157754356023,4.0,121.0,139.0,18.0,129.44506065857885,5.175860078274948,132.0,1.61,1.91,0.2999999999999998,1.796717504332756,0.0931139696451795,1.83,1.0,2.0,1.0,1.8218370883882151,0.29284177707559256,2.0,0.0,1.0,1.0,0.11889081455805894,0.2095115775435604,0.0,0.0,8.0,8.0,5.642980935875218,1.5709079112964022,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.583708838821491,1.654238110828435,8.0,0.0,1.0,1.0,0.1781629116117851,0.2928417770755927,0.0,0.0,5.0,5.0,0.5944540727902947,1.0475578877178018,0.0,0.0,5.0,5.0,3.1681109185441945,1.2294489215418303,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.9407279029462745,1.026737112116998,4.0,10.245,16.48,6.235000000000001,11.336121317157712,1.2231198531819096,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.1135562816637783,0.8462064376852965,2.1106628,194.0,229.0,35.0,221.57608318890814,9.826070543569353,229.0,1.8218370883882151,0.11889081455805894,5.642980935875218,0.0,False,0.022248762806663658,0.0028255914454491738,Al0.0607717319234055 Co0.19891332982589502 Cr0.175499010175169 Fe0.3667119625124351 Ni0.1981039655630954 ,Al0.11889081455805894Co0.1781629116117851Cr0.1781629116117851Fe0.3466204506065858Ni0.1781629116117851,0.04002857944636751,2.6342695752829437,-0.0051147927966468726,2.236950701200556,1.0764149328306643,-0.01282401566345834,52.78534938294628,152.2857329698,-8.00356882561582,0.06228233881151518,0.15924059484154277,8.772616984402081,8.51908148584233,4.190221837088389,28.0,1.0,1.0,26.0,0,79.19575389948007,0.3056449741398854,11.785493435537308,-0.051567973579979956,30.2
Al0.4 Co1 Cu0.6 Ni1 Si0.2,Al0.4 Co1 Cu0.6 Ni1 Si0.2,5,0.5,0.4117832671579916,0.36208408076879567,0.3457539659133172,0.33503208188356487,13.0,29.0,16.0,25.124999999999996,4.421875000000002,27.0,58.0,78.0,20.0,63.18749999999999,4.609374999999998,58.0,26.9815386,63.546,36.5644614,53.8012220125,9.919386104687499,58.6934,933.47,1768.0,834.53,1569.2031249999995,238.22070312500017,1728.0,9.0,14.0,5.0,10.499999999999998,1.2499999999999996,9.0,3.0,4.0,1.0,3.8124999999999996,0.3046875000000003,4.0,111.0,132.0,21.0,124.9375,3.3124999999999996,124.0,1.61,1.91,0.2999999999999998,1.8606249999999998,0.06265625000000008,1.88,1.0,2.0,1.0,1.8125000000000002,0.30468749999999983,2.0,0.0,2.0,2.0,0.25,0.40625,0.0,0.0,10.0,10.0,6.5625,2.4609375,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,8.624999999999998,1.984375000000001,9.0,0.0,1.0,1.0,0.18749999999999997,0.3046875,0.0,0.0,5.0,5.0,0.8749999999999999,1.4218749999999998,0.0,0.0,3.0,3.0,1.5625,1.171875,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.625,1.0,2.0,10.245,20.44,10.195000000000002,11.8396875,2.2351171875,10.245,0.0,0.773,0.773,0.0483125,0.09058593749999999,0.0,0.0,1.5484712,1.5484712,0.66995809375,0.54907069140625,0.5953947,194.0,227.0,33.0,215.43749999999997,13.39843750000001,194.0,1.8125000000000002,0.25,6.5625,0.0,False,0.022248762806663658,0.0022564660312231295,Al0.06268802452510093 Co0.34230864557725366 Cu0.22146104780355616 Ni0.34091581592214676 Si0.032626466171942516 ,Al0.125Co0.3125Cu0.18749999999999997Ni0.3125Si0.0625,0.05248293210049881,1.6388660077965183,0.01218291428323165,2.75390625,1.1606524075286404,-0.012255308445321423,53.8012220125,172.16391044,-4.449262876812411,0.07722590290434736,0.1962890625,10.5,11.734375,4.126875,19.0,1.0,3.0,15.0,0,61.603125000000006,0.3076280276920667,9.566679687499999,-0.052848183050455945,40.5
Al0.4 Co1 Cu0.6 Ni1 Si0.2,Al0.4 Co1 Cu0.6 Ni1 Si0.2,5,0.5,0.4117832671579916,0.36208408076879567,0.3457539659133172,0.33503208188356487,13.0,29.0,16.0,25.124999999999996,4.421875000000002,27.0,58.0,78.0,20.0,63.18749999999999,4.609374999999998,58.0,26.9815386,63.546,36.5644614,53.8012220125,9.919386104687499,58.6934,933.47,1768.0,834.53,1569.2031249999995,238.22070312500017,1728.0,9.0,14.0,5.0,10.499999999999998,1.2499999999999996,9.0,3.0,4.0,1.0,3.8124999999999996,0.3046875000000003,4.0,111.0,132.0,21.0,124.9375,3.3124999999999996,124.0,1.61,1.91,0.2999999999999998,1.8606249999999998,0.06265625000000008,1.88,1.0,2.0,1.0,1.8125000000000002,0.30468749999999983,2.0,0.0,2.0,2.0,0.25,0.40625,0.0,0.0,10.0,10.0,6.5625,2.4609375,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,8.624999999999998,1.984375000000001,9.0,0.0,1.0,1.0,0.18749999999999997,0.3046875,0.0,0.0,5.0,5.0,0.8749999999999999,1.4218749999999998,0.0,0.0,3.0,3.0,1.5625,1.171875,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.625,1.0,2.0,10.245,20.44,10.195000000000002,11.8396875,2.2351171875,10.245,0.0,0.773,0.773,0.0483125,0.09058593749999999,0.0,0.0,1.5484712,1.5484712,0.66995809375,0.54907069140625,0.5953947,194.0,227.0,33.0,215.43749999999997,13.39843750000001,194.0,1.8125000000000002,0.25,6.5625,0.0,False,0.022248762806663658,0.0022564660312231295,Al0.06268802452510093 Co0.34230864557725366 Cu0.22146104780355616 Ni0.34091581592214676 Si0.032626466171942516 ,Al0.125Co0.3125Cu0.18749999999999997Ni0.3125Si0.0625,0.05248293210049881,1.6388660077965183,0.01218291428323165,2.75390625,1.1606524075286404,-0.012255308445321423,53.8012220125,172.16391044,-4.449262876812411,0.07722590290434736,0.1962890625,10.5,11.734375,4.126875,19.0,1.0,3.0,15.0,0,61.603125000000006,0.3076280276920667,9.566679687499999,-0.052848183050455945,40.5
Al0.5 Co1 Cr1 Cu0.5 Fe1 Ni1 Ti0.5,Al0.5 Co1 Cr1 Cu0.5 Fe1 Ni1 Ti0.5,7,0.39626354032187944,0.2973696645625991,0.24102471276430418,0.22182390561005783,0.20886953826559032,13.0,29.0,16.0,24.90909090909091,3.0247933884297513,24.0,43.0,73.0,30.0,56.90909090909091,6.099173553719009,49.0,26.9815386,63.546,36.5644614,53.57544805454545,6.4474642942148765,51.9961,933.47,2180.0,1246.53,1746.0218181818184,224.88132231404953,1728.0,4.0,13.0,9.0,8.545454545454545,1.9504132231404958,6.0,3.0,4.0,1.0,3.909090909090909,0.16528925619834703,4.0,121.0,160.0,39.0,132.27272727272728,7.487603305785128,124.0,1.54,1.91,0.3699999999999999,1.7827272727272727,0.12016528925619832,1.66,1.0,2.0,1.0,1.7272727272727273,0.396694214876033,1.0,0.0,1.0,1.0,0.09090909090909091,0.1652892561983471,0.0,0.0,10.0,10.0,5.818181818181818,2.0495867768595044,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.636363636363637,2.0991735537190084,6.0,0.0,1.0,1.0,0.2727272727272727,0.396694214876033,0.0,0.0,5.0,5.0,0.45454545454545453,0.8264462809917356,0.0,0.0,8.0,8.0,3.272727272727273,1.7520661157024795,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,4.0,1.6363636363636365,2.0,10.245,16.69,6.445000000000002,11.746363636363638,1.759504132231406,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.7735527212121212,0.7680103845730027,0.0,194.0,229.0,35.0,218.0,13.090909090909092,194.0,1.7272727272727273,0.09090909090909091,5.818181818181818,0.0,False,0.033645949486530435,0.004238834917222423,Al0.04578341823585439 Co0.20000068599943835 Cr0.17645837238750411 Cu0.10782754602495512 Fe0.1895203256778906 Ni0.1991868973613162 Ti0.08122275431304135 ,Al0.09090909090909091Co0.18181818181818182Cr0.18181818181818182Cu0.09090909090909091Fe0.18181818181818182Ni0.18181818181818182Ti0.09090909090909091,0.047007884284770526,2.535377520300378,-0.0013291245934099068,2.8760330578512394,1.0809031740969721,-0.015744955364099922,53.575448054545454,294.66496429999995,-7.125248636118447,0.0905010696450694,0.2335537190082644,8.545454545454545,10.84297520661157,4.195454545454545,31.0,2.0,1.0,28.0,0,73.67636363636363,0.3672880680111722,14.602809917355371,-0.07127138227745894,17.0
Al0.5 Co1 Cr1 Fe1 Ni1 Ti0.5,Al0.5 Co1 Cr1 Fe1 Ni1 Ti0.5,6,0.42426406871192857,0.3239611801277484,0.26472116807053714,0.24393855425784636,0.2297508862927027,13.0,28.0,15.0,24.5,3.0,24.0,43.0,73.0,30.0,56.2,6.0,49.0,26.9815386,58.933195,31.951656399999997,52.578392859999994,6.2945665680000005,51.9961,933.47,2180.0,1246.53,1784.8470000000002,199.753,1728.0,4.0,13.0,9.0,8.3,1.9,6.0,3.0,4.0,1.0,3.9,0.18000000000000008,4.0,121.0,160.0,39.0,132.3,8.220000000000004,124.0,1.54,1.91,0.3699999999999999,1.7709999999999997,0.12280000000000005,1.66,1.0,2.0,1.0,1.8,0.32,1.0,0.0,1.0,1.0,0.1,0.18,0.0,0.0,8.0,8.0,5.4,1.92,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.3,2.04,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,5.0,5.0,0.5,0.9,0.0,0.0,8.0,8.0,3.6,1.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.3,1.5599999999999998,2.0,10.245,16.69,6.445000000000002,11.814,1.9084000000000003,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.8509079933333332,0.7829272053333333,0.0,194.0,229.0,35.0,217.3,13.979999999999995,194.0,1.8,0.1,5.4,0.0,False,0.033645949486530435,0.004289206451838045,Al0.0513167807769315 Co0.22417267548257275 Cr0.19778504884487258 Fe0.2124256637082764 Ni0.22326053272979404 Ti0.09103929845755274 ,Al0.1Co0.2Cr0.2Fe0.2Ni0.2Ti0.1,0.048501339760439265,1.6713886849444957,-0.0038632699573689644,3.0500000000000007,1.0808310799513743,-0.01453343193581219,52.57839286,262.8919643,-6.178182177986164,0.09205684834516561,0.23200000000000004,8.300000000000002,15.520000000000003,4.266000000000001,30.0,1.0,1.0,28.0,0,76.53100000000002,0.34960330383619603,14.042700000000004,-0.06639286998419036,27.5
Al0.5 Cr1 Fe1 Mn1 Ni1,Al0.5 Cr1 Fe1 Mn1 Ni1,5,0.4581228472908512,0.3563927033328696,0.293680717557935,0.27096744364926284,0.25527253251330995,13.0,28.0,15.0,24.333333333333332,2.666666666666667,24.0,49.0,73.0,24.0,56.333333333333336,5.777777777777779,49.0,26.9815386,58.6934,31.711861399999997,52.21406984444444,5.7041046518518534,51.9961,933.47,2180.0,1246.53,1712.1633333333334,258.8933333333333,1519.0,6.0,13.0,7.0,8.333333333333334,1.7777777777777777,6.0,3.0,4.0,1.0,3.888888888888889,0.1975308641975309,4.0,121.0,139.0,18.0,132.11111111111111,6.123456790123457,124.0,1.55,1.91,0.3599999999999999,1.7233333333333334,0.13037037037037036,1.55,1.0,2.0,1.0,1.7777777777777777,0.34567901234567905,1.0,0.0,1.0,1.0,0.1111111111111111,0.1975308641975309,0.0,0.0,8.0,8.0,5.333333333333333,1.4814814814814814,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.222222222222222,1.5802469135802468,6.0,0.0,1.0,1.0,0.2222222222222222,0.34567901234567905,0.0,0.0,5.0,5.0,0.5555555555555556,0.9876543209876542,0.0,0.0,5.0,5.0,3.5555555555555554,1.4814814814814816,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.333333333333333,1.1851851851851853,2.0,10.32,16.48,6.16,11.3261302682,1.1453043848444446,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.6014150268199233,0.670776788080034,0.0,217.0,229.0,12.0,225.0,3.5555555555555554,217.0,1.7777777777777777,0.1111111111111111,5.333333333333333,0.0,False,0.031880743083437246,0.004766010533361328,Al0.05741649218811688 Cr0.22129454615034772 Fe0.23767540122751837 Mn0.23381541566891326 Ni0.24979814476510387 ,Al0.1111111111111111Cr0.2222222222222222Fe0.2222222222222222Mn0.2222222222222222Ni0.2222222222222222,0.037252896519767174,2.4242645600756596,-0.007215096757923077,2.493827160493827,1.076052168084948,-0.01314521343892854,52.21406984444444,234.96331429999998,-9.47212782281956,0.06931056724519645,0.18493827160493823,8.333333333333332,9.28395061728395,3.874444444444445,26.0,1.0,1.0,24.0,0,80.68555555555555,0.3097077467157566,12.4279012345679,-0.05356020465999775,50.0
Al0.5 Cr1 Fe1 Ni1 Cu1 V1 Ti1,Al0.5 Cr1 Fe1 Ni1 Cu1 V1 Ti1,7,0.38461538461538464,0.2814850546171517,0.22037793510239398,0.19876130480720686,0.18403856420527373,13.0,29.0,16.0,24.384615384615383,3.0295857988165675,22.0,43.0,73.0,30.0,54.53846153846154,7.881656804733728,43.0,26.9815386,63.546,36.5644614,52.67381066153847,6.173220927810652,47.867,933.47,2183.0,1249.53,1795.0007692307695,287.69136094674553,1357.77,4.0,13.0,9.0,7.769230769230769,2.5562130177514795,4.0,3.0,4.0,1.0,3.923076923076923,0.14201183431952677,4.0,121.0,160.0,39.0,138.53846153846155,11.19526627218935,124.0,1.54,1.91,0.3699999999999999,1.7346153846153844,0.13420118343195264,1.54,1.0,2.0,1.0,1.6923076923076923,0.4260355029585799,1.0,0.0,1.0,1.0,0.07692307692307693,0.1420118343195266,0.0,0.0,10.0,10.0,5.230769230769231,2.556213017751479,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,7.0,2.4615384615384617,4.0,0.0,1.0,1.0,0.3076923076923077,0.4260355029585799,0.0,0.0,5.0,5.0,0.38461538461538464,0.7100591715976332,0.0,0.0,8.0,8.0,4.0,2.4615384615384617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,4.6923076923076925,2.1775147928994083,1.0,10.32,16.69,6.370000000000001,12.5,2.058461538461539,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.41632000512820516,0.5764361506903353,0.0,194.0,229.0,35.0,222.07692307692307,8.639053254437878,194.0,1.6923076923076923,0.07692307692307693,5.230769230769231,0.0,False,0.033645949486530435,0.004922022394735957,Al0.03940293939557836 Cr0.15186674173625012 Fe0.16310835220835576 Ni0.17142776899464426 Cu0.1856009194991884 V0.1487865363778665 Ti0.1398067417881165 ,Al0.07692307692307693Cr0.15384615384615385Fe0.15384615384615385Ni0.15384615384615385Cu0.15384615384615385V0.15384615384615385Ti0.15384615384615385,0.04875371592633435,2.571683085255102,-0.004268305699852908,3.4437869822485214,1.0804245337897134,-0.01600545758023486,52.67381066153847,342.3797693,-6.73368272664016,0.09874298055053718,0.2527810650887575,7.76923076923077,11.171597633136095,4.3330769230769235,27.0,2.0,1.0,24.0,0,64.23615384615384,0.43930722866353006,15.310532544378702,-0.08871430459215904,9.3
Al0.5 Hf1 Nb1 Ta1 Ti1 Zr1,Al0.5 Hf1 Nb1 Ta1 Ti1 Zr1,6,0.4165977904505309,0.3134742945802482,0.25117273236020954,0.2288690323009513,0.21357125142693337,13.0,73.0,60.0,46.27272727272727,19.074380165289256,22.0,43.0,73.0,30.0,47.90909090909091,4.5950413223140485,43.0,26.9815386,180.94788,153.9663414,109.9865507818182,50.71446488595041,47.867,933.47,3290.0,2356.5299999999997,2378.497272727273,512.9120661157025,1941.0,4.0,13.0,9.0,5.181818181818182,1.421487603305785,4.0,3.0,6.0,3.0,5.0,0.7272727272727273,4.0,121.0,175.0,54.0,164.45454545454547,9.68595041322314,160.0,1.3,1.61,0.31000000000000005,1.468181818181818,0.111404958677686,1.3,1.0,2.0,1.0,1.8181818181818181,0.2975206611570248,1.0,0.0,1.0,1.0,0.09090909090909091,0.1652892561983471,0.0,0.0,4.0,4.0,2.3636363636363638,0.8264462809917354,2.0,0.0,14.0,14.0,5.090909090909091,6.479338842975207,0.0,3.0,19.0,16.0,9.363636363636363,6.644628099173554,4.0,0.0,1.0,1.0,0.18181818181818182,0.2975206611570248,0.0,0.0,5.0,5.0,0.45454545454545453,0.8264462809917354,0.0,0.0,8.0,8.0,6.7272727272727275,1.487603305785124,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,7.363636363636363,0.6942148760330579,7.0,16.48,23.195,6.715,19.386363636363637,2.4080991735537185,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.0969696969636364e-06,6.704132231395042e-06,0.0,194.0,229.0,35.0,209.54545454545453,16.958677685950413,194.0,1.8181818181818181,0.09090909090909091,2.3636363636363638,5.090909090909091,False,0.02373869707974785,0.003651214005188512,Al0.022301518940441464 Hf0.29506086918849 Nb0.15358304238868364 Ta0.29912397753719866 Ti0.07912868298193429 Zr0.1508019089632518 ,Al0.09090909090909091Hf0.18181818181818182Nb0.18181818181818182Ta0.18181818181818182Ti0.18181818181818182Zr0.18181818181818182,0.04919583041860367,4.55799386640249,-0.002687110194979389,3.785123966942149,1.0712597586568278,-0.014697168880613485,109.98655078181818,604.9260293000001,-6.07263380617822,0.06716254401709593,0.1429752066115702,5.1818181818181825,7.669421487603305,6.346363636363637,15.0,1.0,1.0,13.0,0,44.70636363636364,0.3015303900245018,7.237685950413224,-0.042884367860269945,46.0
Al0.5 Hf1 Nb1 Ta1 Ti1 Zr1,Al0.5 Hf1 Nb1 Ta1 Ti1 Zr1,6,0.4165977904505309,0.3134742945802482,0.25117273236020954,0.2288690323009513,0.21357125142693337,13.0,73.0,60.0,46.27272727272727,19.074380165289256,22.0,43.0,73.0,30.0,47.90909090909091,4.5950413223140485,43.0,26.9815386,180.94788,153.9663414,109.9865507818182,50.71446488595041,47.867,933.47,3290.0,2356.5299999999997,2378.497272727273,512.9120661157025,1941.0,4.0,13.0,9.0,5.181818181818182,1.421487603305785,4.0,3.0,6.0,3.0,5.0,0.7272727272727273,4.0,121.0,175.0,54.0,164.45454545454547,9.68595041322314,160.0,1.3,1.61,0.31000000000000005,1.468181818181818,0.111404958677686,1.3,1.0,2.0,1.0,1.8181818181818181,0.2975206611570248,1.0,0.0,1.0,1.0,0.09090909090909091,0.1652892561983471,0.0,0.0,4.0,4.0,2.3636363636363638,0.8264462809917354,2.0,0.0,14.0,14.0,5.090909090909091,6.479338842975207,0.0,3.0,19.0,16.0,9.363636363636363,6.644628099173554,4.0,0.0,1.0,1.0,0.18181818181818182,0.2975206611570248,0.0,0.0,5.0,5.0,0.45454545454545453,0.8264462809917354,0.0,0.0,8.0,8.0,6.7272727272727275,1.487603305785124,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,7.363636363636363,0.6942148760330579,7.0,16.48,23.195,6.715,19.386363636363637,2.4080991735537185,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.0969696969636364e-06,6.704132231395042e-06,0.0,194.0,229.0,35.0,209.54545454545453,16.958677685950413,194.0,1.8181818181818181,0.09090909090909091,2.3636363636363638,5.090909090909091,False,0.02373869707974785,0.003651214005188512,Al0.022301518940441464 Hf0.29506086918849 Nb0.15358304238868364 Ta0.29912397753719866 Ti0.07912868298193429 Zr0.1508019089632518 ,Al0.09090909090909091Hf0.18181818181818182Nb0.18181818181818182Ta0.18181818181818182Ti0.18181818181818182Zr0.18181818181818182,0.04919583041860367,4.55799386640249,-0.002687110194979389,3.785123966942149,1.0712597586568278,-0.014697168880613485,109.98655078181818,604.9260293000001,-6.07263380617822,0.06716254401709593,0.1429752066115702,5.1818181818181825,7.669421487603305,6.346363636363637,15.0,1.0,1.0,13.0,0,44.70636363636364,0.3015303900245018,7.237685950413224,-0.042884367860269945,46.0
Al0.5 Mo1 Nb1 Ti1 V1,Al0.5 Mo1 Nb1 Ti1 V1,5,0.4581228472908512,0.3563927033328696,0.293680717557935,0.27096744364926284,0.25527253251330995,13.0,42.0,29.0,29.88888888888889,10.320987654320987,22.0,43.0,73.0,30.0,49.44444444444444,5.481481481481481,43.0,26.9815386,95.96,68.97846139999999,66.92569984444444,24.45110236049383,47.867,933.47,2896.0,1962.53,2274.83,487.2622222222222,1941.0,4.0,13.0,9.0,5.888888888888889,1.6296296296296298,4.0,3.0,5.0,2.0,4.333333333333333,0.5925925925925926,4.0,121.0,164.0,43.0,153.66666666666666,7.555555555555559,153.0,1.54,2.16,0.6200000000000001,1.718888888888889,0.1960493827160494,1.54,1.0,2.0,1.0,1.5555555555555556,0.4938271604938272,1.0,0.0,1.0,1.0,0.1111111111111111,0.1975308641975309,0.0,0.0,5.0,5.0,3.111111111111111,1.2345679012345678,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.777777777777778,0.7407407407407408,4.0,0.0,1.0,1.0,0.4444444444444444,0.4938271604938272,0.0,0.0,5.0,5.0,0.5555555555555556,0.9876543209876542,0.0,0.0,8.0,8.0,5.777777777777778,1.6296296296296295,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.777777777777778,0.7407407407407408,6.0,13.01,18.18,5.17,15.957777777777778,1.429135802469136,13.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.0074074074e-06,7.789300411511112e-06,0.0,194.0,229.0,35.0,220.77777777777777,11.901234567901238,194.0,1.5555555555555556,0.1111111111111111,3.111111111111111,0.0,False,0.09162682579073211,0.013584616565485676,Al0.04479815441916132 Mo0.31858338389748736 Nb0.3085097865964753 Ti0.1589496647594437 V0.16915901032743227 ,Al0.1111111111111111Mo0.2222222222222222Nb0.2222222222222222Ti0.2222222222222222V0.2222222222222222,0.023866348448687336,3.327133512183383,-0.00764274429448581,1.7777777777777777,1.0398847644486717,-0.01314521343892854,66.92569984444444,301.1456493,-23.077868165517366,0.07000341230979655,0.16172839506172848,5.888888888888889,8.987654320987653,5.832222222222222,17.0,2.0,1.0,14.0,0,56.09,0.577381584953317,15.235802469135802,-0.13342781034340767,11.25
